Seed_num,epsilon,SP_maj,SP_min,SPD,EO_maj,EO_min,EOD,CSP_X0_maj,CSP_X0_min,CSD_X0,CSP_X1_maj,CSP_X1_min,CSD_X1
11,50,0.7082452431289641,0.9492957746478873,-0.2410505315189232,0.9006622516556292,0.9814502529510961,-0.08078800129546693,0.6962025316455697,0.9016393442622951,-0.20543681261672542,0.732484076433121,1.0,-0.26751592356687903
12,50,0.7014028056112225,0.9473684210526315,-0.24596561544140905,0.8742138364779874,0.9844020797227037,-0.11018824324471621,0.7064220183486238,0.8941176470588236,-0.18769562871019974,0.6918604651162791,1.0,-0.3081395348837209
13,50,0.6623093681917211,0.9350828729281768,-0.2727735047364557,0.8505338078291815,0.9788273615635179,-0.12829355373433637,0.6412698412698413,0.8984375,-0.2571676587301587,0.7083333333333334,0.9764705882352941,-0.2681372549019607
14,50,0.7693965517241379,0.9276773296244785,-0.15828077790034056,0.9620689655172414,0.9702479338842975,-0.008178968367056116,0.6632653061224489,0.8839050131926122,-0.22063970707016323,0.9529411764705882,0.9764705882352941,-0.02352941176470591
15,50,0.6918103448275862,0.9457579972183588,-0.25394765239077266,0.8804347826086957,0.9838449111470113,-0.10341012853831566,0.686084142394822,0.9054054054054054,-0.2193212630105834,0.7032258064516129,0.9885386819484241,-0.28531287549681117
16,50,0.75,0.9485396383866481,-0.19853963838664812,0.9405594405594405,0.9835796387520526,-0.04302019819261205,0.656957928802589,0.8895522388059701,-0.23259431000338116,0.9354838709677419,1.0,-0.06451612903225812
17,50,0.6515151515151515,0.9514563106796117,-0.2999411591644602,0.8621908127208481,0.9901960784313726,-0.1280052657105245,0.6474358974358975,0.9097938144329897,-0.2623579169970922,0.66,1.0,-0.33999999999999997
18,50,0.6910569105691057,0.9435600578871202,-0.2525031473180145,0.8885350318471338,0.9793459552495697,-0.0908109234024359,0.6656151419558359,0.8940217391304348,-0.22840659717459888,0.7371428571428571,1.0,-0.2628571428571429
19,50,0.6774193548387096,0.9512534818941504,-0.27383412705544075,0.8975265017667845,0.9901960784313726,-0.09266957666458808,0.6863354037267081,0.9097938144329897,-0.22345841070628158,0.6573426573426573,1.0,-0.3426573426573427
0,16,0.6918238993710691,0.9291784702549575,-0.23735457088388834,0.8745980707395499,0.9811643835616438,-0.10656631282209394,0.6749226006191951,0.8839779005524862,-0.20905529993329108,0.7272727272727273,0.9767441860465116,-0.2494714587737843
1,16,0.7158119658119658,0.9398601398601398,-0.224048174048174,0.8896551724137931,0.9752066115702479,-0.0855514391564548,0.719626168224299,0.8983050847457628,-0.17867891652146373,0.7074829931972789,0.9806094182825484,-0.2731264250852695
2,16,0.6645569620253164,0.9464033850493653,-0.28184642302404883,0.8716216216216216,0.9833055091819699,-0.1116838875603483,0.7053291536050157,0.900523560209424,-0.19519440660440834,0.5806451612903226,1.0,-0.4193548387096774
3,16,0.6673596673596673,0.9301994301994302,-0.26283976283976285,0.856655290102389,0.9700996677740864,-0.11344437767169735,0.6479750778816199,0.8976982097186701,-0.2497231318370502,0.70625,0.9710610932475884,-0.26481109324758834
4,16,0.6876404494382022,0.9376693766937669,-0.2500289272555647,0.8827838827838828,0.9790996784565916,-0.09631579567270887,0.6818181818181818,0.8976377952755905,-0.21581961345740874,0.7007299270072993,0.9803921568627451,-0.27966222985544575
5,16,0.6772151898734177,0.9478138222849083,-0.2705986324114906,0.8801369863013698,0.9867330016583747,-0.10659601535700491,0.6918238993710691,0.8977900552486188,-0.20596615587754963,0.6474358974358975,1.0,-0.35256410256410253
6,16,0.6622807017543859,0.9449793672627235,-0.28269866550833755,0.9021739130434783,0.9838449111470113,-0.08167099810353307,0.6495176848874598,0.893048128342246,-0.24353044345478625,0.6896551724137931,1.0,-0.31034482758620685
7,16,0.6875,0.9402560455192034,-0.2527560455192034,0.881578947368421,0.9712351945854484,-0.08965624721702736,0.6717791411042945,0.901685393258427,-0.22990625215413252,0.7207792207792207,0.9798270893371758,-0.25904786855795503
8,16,0.6791666666666667,0.9487908961593172,-0.2696242294926505,0.8571428571428571,0.9865319865319865,-0.1293891293891294,0.6730158730158731,0.9024390243902439,-0.22942315137437086,0.6909090909090909,1.0,-0.3090909090909091
9,16,0.7830802603036876,0.9418282548476454,-0.15874799454395783,0.9228187919463087,0.9882747068676717,-0.06545591492136305,0.6923076923076923,0.883008356545961,-0.1907006642382687,0.9506172839506173,1.0,-0.04938271604938271
10,16,0.6860215053763441,0.9373259052924791,-0.25130439991613496,0.8606271777003485,0.9802631578947368,-0.11963598019438837,0.6857142857142857,0.9027777777777778,-0.21706349206349207,0.6866666666666666,0.9720670391061452,-0.2854003724394786
11,16,0.7082452431289641,0.9492957746478873,-0.2410505315189232,0.9006622516556292,0.9814502529510961,-0.08078800129546693,0.6962025316455697,0.9016393442622951,-0.20543681261672542,0.732484076433121,1.0,-0.26751592356687903
12,16,0.7014028056112225,0.9473684210526315,-0.24596561544140905,0.8742138364779874,0.9844020797227037,-0.11018824324471621,0.7064220183486238,0.8941176470588236,-0.18769562871019974,0.6918604651162791,1.0,-0.3081395348837209
13,16,0.6623093681917211,0.9350828729281768,-0.2727735047364557,0.8505338078291815,0.9788273615635179,-0.12829355373433637,0.6412698412698413,0.8984375,-0.2571676587301587,0.7083333333333334,0.9764705882352941,-0.2681372549019607
14,16,0.7693965517241379,0.9276773296244785,-0.15828077790034056,0.9620689655172414,0.9702479338842975,-0.008178968367056116,0.6632653061224489,0.8839050131926122,-0.22063970707016323,0.9529411764705882,0.9764705882352941,-0.02352941176470591
15,16,0.6918103448275862,0.9513212795549374,-0.2595109347273512,0.8804347826086957,0.9870759289176091,-0.10664114630891341,0.686084142394822,0.9054054054054054,-0.2193212630105834,0.7032258064516129,1.0,-0.2967741935483871
16,16,0.75,0.9485396383866481,-0.19853963838664812,0.9405594405594405,0.9835796387520526,-0.04302019819261205,0.656957928802589,0.8895522388059701,-0.23259431000338116,0.9354838709677419,1.0,-0.06451612903225812
17,16,0.6515151515151515,0.9514563106796117,-0.2999411591644602,0.8621908127208481,0.9901960784313726,-0.1280052657105245,0.6474358974358975,0.9097938144329897,-0.2623579169970922,0.66,1.0,-0.33999999999999997
18,16,0.6910569105691057,0.9435600578871202,-0.2525031473180145,0.8885350318471338,0.9793459552495697,-0.0908109234024359,0.6656151419558359,0.8940217391304348,-0.22840659717459888,0.7371428571428571,1.0,-0.2628571428571429
19,16,0.6774193548387096,0.9512534818941504,-0.27383412705544075,0.8975265017667845,0.9901960784313726,-0.09266957666458808,0.6863354037267081,0.9097938144329897,-0.22345841070628158,0.6573426573426573,1.0,-0.3426573426573427
0,8,0.6918238993710691,0.9291784702549575,-0.23735457088388834,0.8745980707395499,0.9811643835616438,-0.10656631282209394,0.6749226006191951,0.8839779005524862,-0.20905529993329108,0.7272727272727273,0.9767441860465116,-0.2494714587737843
1,8,0.7158119658119658,0.9398601398601398,-0.224048174048174,0.8896551724137931,0.9752066115702479,-0.0855514391564548,0.719626168224299,0.8983050847457628,-0.17867891652146373,0.7074829931972789,0.9806094182825484,-0.2731264250852695
2,8,0.6645569620253164,0.9464033850493653,-0.28184642302404883,0.8716216216216216,0.9833055091819699,-0.1116838875603483,0.7053291536050157,0.900523560209424,-0.19519440660440834,0.5806451612903226,1.0,-0.4193548387096774
3,8,0.6673596673596673,0.9301994301994302,-0.26283976283976285,0.856655290102389,0.9700996677740864,-0.11344437767169735,0.6479750778816199,0.8976982097186701,-0.2497231318370502,0.70625,0.9710610932475884,-0.26481109324758834
4,8,0.6876404494382022,0.9376693766937669,-0.2500289272555647,0.8827838827838828,0.9790996784565916,-0.09631579567270887,0.6818181818181818,0.8976377952755905,-0.21581961345740874,0.7007299270072993,0.9803921568627451,-0.27966222985544575
5,8,0.6772151898734177,0.9478138222849083,-0.2705986324114906,0.8801369863013698,0.9867330016583747,-0.10659601535700491,0.6918238993710691,0.8977900552486188,-0.20596615587754963,0.6474358974358975,1.0,-0.35256410256410253
6,8,0.6622807017543859,0.9449793672627235,-0.28269866550833755,0.9021739130434783,0.9838449111470113,-0.08167099810353307,0.6495176848874598,0.893048128342246,-0.24353044345478625,0.6896551724137931,1.0,-0.31034482758620685
7,8,0.6875,0.9402560455192034,-0.2527560455192034,0.881578947368421,0.9712351945854484,-0.08965624721702736,0.6717791411042945,0.901685393258427,-0.22990625215413252,0.7207792207792207,0.9798270893371758,-0.25904786855795503
8,8,0.6791666666666667,0.9374110953058321,-0.2582444286391654,0.8571428571428571,0.9797979797979798,-0.12265512265512268,0.6730158730158731,0.9024390243902439,-0.22942315137437086,0.6909090909090909,0.9760479041916168,-0.2851388132825259
9,8,0.7830802603036876,0.9418282548476454,-0.15874799454395783,0.9228187919463087,0.9882747068676717,-0.06545591492136305,0.6923076923076923,0.883008356545961,-0.1907006642382687,0.9506172839506173,1.0,-0.04938271604938271
10,8,0.6860215053763441,0.9373259052924791,-0.25130439991613496,0.8606271777003485,0.9802631578947368,-0.11963598019438837,0.6857142857142857,0.9027777777777778,-0.21706349206349207,0.6866666666666666,0.9720670391061452,-0.2854003724394786
11,8,0.7082452431289641,0.9492957746478873,-0.2410505315189232,0.9006622516556292,0.9814502529510961,-0.08078800129546693,0.6962025316455697,0.9016393442622951,-0.20543681261672542,0.732484076433121,1.0,-0.26751592356687903
12,8,0.7014028056112225,0.9473684210526315,-0.24596561544140905,0.8742138364779874,0.9844020797227037,-0.11018824324471621,0.7064220183486238,0.8941176470588236,-0.18769562871019974,0.6918604651162791,1.0,-0.3081395348837209
13,8,0.6623093681917211,0.9350828729281768,-0.2727735047364557,0.8505338078291815,0.9788273615635179,-0.12829355373433637,0.6412698412698413,0.8984375,-0.2571676587301587,0.7083333333333334,0.9764705882352941,-0.2681372549019607
14,8,0.7693965517241379,0.9276773296244785,-0.15828077790034056,0.9620689655172414,0.9702479338842975,-0.008178968367056116,0.6632653061224489,0.8839050131926122,-0.22063970707016323,0.9529411764705882,0.9764705882352941,-0.02352941176470591
15,8,0.6918103448275862,0.9513212795549374,-0.2595109347273512,0.8804347826086957,0.9870759289176091,-0.10664114630891341,0.686084142394822,0.9054054054054054,-0.2193212630105834,0.7032258064516129,1.0,-0.2967741935483871
16,8,0.75,0.9485396383866481,-0.19853963838664812,0.9405594405594405,0.9835796387520526,-0.04302019819261205,0.656957928802589,0.8895522388059701,-0.23259431000338116,0.9354838709677419,1.0,-0.06451612903225812
17,8,0.6515151515151515,0.9514563106796117,-0.2999411591644602,0.8621908127208481,0.9901960784313726,-0.1280052657105245,0.6474358974358975,0.9097938144329897,-0.2623579169970922,0.66,1.0,-0.33999999999999997
18,8,0.6910569105691057,0.9435600578871202,-0.2525031473180145,0.8885350318471338,0.9793459552495697,-0.0908109234024359,0.6656151419558359,0.8940217391304348,-0.22840659717459888,0.7371428571428571,1.0,-0.2628571428571429
19,8,0.7612903225806451,0.9512534818941504,-0.18996315931350527,0.9540636042402827,0.9901960784313726,-0.03613247419108989,0.6863354037267081,0.9097938144329897,-0.22345841070628158,0.9300699300699301,1.0,-0.0699300699300699
0,5,0.6918238993710691,0.9291784702549575,-0.23735457088388834,0.8745980707395499,0.9811643835616438,-0.10656631282209394,0.6749226006191951,0.8839779005524862,-0.20905529993329108,0.7272727272727273,0.9767441860465116,-0.2494714587737843
1,5,0.7158119658119658,0.9398601398601398,-0.224048174048174,0.8896551724137931,0.9752066115702479,-0.0855514391564548,0.719626168224299,0.8983050847457628,-0.17867891652146373,0.7074829931972789,0.9806094182825484,-0.2731264250852695
2,5,0.6645569620253164,0.9464033850493653,-0.28184642302404883,0.8716216216216216,0.9833055091819699,-0.1116838875603483,0.7053291536050157,0.900523560209424,-0.19519440660440834,0.5806451612903226,1.0,-0.4193548387096774
3,5,0.6673596673596673,0.9430199430199431,-0.27566027566027573,0.856655290102389,0.978405315614618,-0.12175002551222891,0.6479750778816199,0.8976982097186701,-0.2497231318370502,0.70625,1.0,-0.29374999999999996
4,5,0.6876404494382022,0.9471544715447154,-0.2595140221065132,0.8827838827838828,0.9855305466237942,-0.10274666383991149,0.6818181818181818,0.8976377952755905,-0.21581961345740874,0.7007299270072993,1.0,-0.2992700729927007
5,5,0.6772151898734177,0.9478138222849083,-0.2705986324114906,0.8801369863013698,0.9867330016583747,-0.10659601535700491,0.6918238993710691,0.8977900552486188,-0.20596615587754963,0.6474358974358975,1.0,-0.35256410256410253
6,5,0.6622807017543859,0.9449793672627235,-0.28269866550833755,0.9021739130434783,0.9838449111470113,-0.08167099810353307,0.6495176848874598,0.893048128342246,-0.24353044345478625,0.6896551724137931,1.0,-0.31034482758620685
7,5,0.6875,0.9402560455192034,-0.2527560455192034,0.881578947368421,0.9712351945854484,-0.08965624721702736,0.6717791411042945,0.901685393258427,-0.22990625215413252,0.7207792207792207,0.9798270893371758,-0.25904786855795503
8,5,0.6791666666666667,0.9374110953058321,-0.2582444286391654,0.8571428571428571,0.9797979797979798,-0.12265512265512268,0.6730158730158731,0.9024390243902439,-0.22942315137437086,0.6909090909090909,0.9760479041916168,-0.2851388132825259
9,5,0.7830802603036876,0.9418282548476454,-0.15874799454395783,0.9228187919463087,0.9882747068676717,-0.06545591492136305,0.6923076923076923,0.883008356545961,-0.1907006642382687,0.9506172839506173,1.0,-0.04938271604938271
10,5,0.6860215053763441,0.9373259052924791,-0.25130439991613496,0.8606271777003485,0.9802631578947368,-0.11963598019438837,0.6857142857142857,0.9027777777777778,-0.21706349206349207,0.6866666666666666,0.9720670391061452,-0.2854003724394786
11,5,0.7082452431289641,0.9492957746478873,-0.2410505315189232,0.9006622516556292,0.9814502529510961,-0.08078800129546693,0.6962025316455697,0.9016393442622951,-0.20543681261672542,0.732484076433121,1.0,-0.26751592356687903
12,5,0.7014028056112225,0.9473684210526315,-0.24596561544140905,0.8742138364779874,0.9844020797227037,-0.11018824324471621,0.7064220183486238,0.8941176470588236,-0.18769562871019974,0.6918604651162791,1.0,-0.3081395348837209
13,5,0.6623093681917211,0.9350828729281768,-0.2727735047364557,0.8505338078291815,0.9788273615635179,-0.12829355373433637,0.6412698412698413,0.8984375,-0.2571676587301587,0.7083333333333334,0.9764705882352941,-0.2681372549019607
14,5,0.7693965517241379,0.9276773296244785,-0.15828077790034056,0.9620689655172414,0.9702479338842975,-0.008178968367056116,0.6632653061224489,0.8839050131926122,-0.22063970707016323,0.9529411764705882,0.9764705882352941,-0.02352941176470591
15,5,0.6918103448275862,0.9457579972183588,-0.25394765239077266,0.8804347826086957,0.9838449111470113,-0.10341012853831566,0.686084142394822,0.9054054054054054,-0.2193212630105834,0.7032258064516129,0.9885386819484241,-0.28531287549681117
16,5,0.75,0.9485396383866481,-0.19853963838664812,0.9405594405594405,0.9835796387520526,-0.04302019819261205,0.656957928802589,0.8895522388059701,-0.23259431000338116,0.9354838709677419,1.0,-0.06451612903225812
17,5,0.6515151515151515,0.9514563106796117,-0.2999411591644602,0.8621908127208481,0.9901960784313726,-0.1280052657105245,0.6474358974358975,0.9097938144329897,-0.2623579169970922,0.66,1.0,-0.33999999999999997
18,5,0.6910569105691057,0.9435600578871202,-0.2525031473180145,0.8885350318471338,0.9793459552495697,-0.0908109234024359,0.6656151419558359,0.8940217391304348,-0.22840659717459888,0.7371428571428571,1.0,-0.2628571428571429
19,5,0.6774193548387096,0.9512534818941504,-0.27383412705544075,0.8975265017667845,0.9901960784313726,-0.09266957666458808,0.6863354037267081,0.9097938144329897,-0.22345841070628158,0.6573426573426573,1.0,-0.3426573426573427
0,4,0.6918238993710691,0.9291784702549575,-0.23735457088388834,0.8745980707395499,0.9811643835616438,-0.10656631282209394,0.6749226006191951,0.8839779005524862,-0.20905529993329108,0.7272727272727273,0.9767441860465116,-0.2494714587737843
1,4,0.7158119658119658,0.9398601398601398,-0.224048174048174,0.8896551724137931,0.9752066115702479,-0.0855514391564548,0.719626168224299,0.8983050847457628,-0.17867891652146373,0.7074829931972789,0.9806094182825484,-0.2731264250852695
2,4,0.6645569620253164,0.9464033850493653,-0.28184642302404883,0.8716216216216216,0.9833055091819699,-0.1116838875603483,0.7053291536050157,0.900523560209424,-0.19519440660440834,0.5806451612903226,1.0,-0.4193548387096774
3,4,0.6673596673596673,0.9301994301994302,-0.26283976283976285,0.856655290102389,0.9700996677740864,-0.11344437767169735,0.6479750778816199,0.8976982097186701,-0.2497231318370502,0.70625,0.9710610932475884,-0.26481109324758834
4,4,0.6876404494382022,0.9376693766937669,-0.2500289272555647,0.8827838827838828,0.9790996784565916,-0.09631579567270887,0.6818181818181818,0.8976377952755905,-0.21581961345740874,0.7007299270072993,0.9803921568627451,-0.27966222985544575
5,4,0.6772151898734177,0.9478138222849083,-0.2705986324114906,0.8801369863013698,0.9867330016583747,-0.10659601535700491,0.6918238993710691,0.8977900552486188,-0.20596615587754963,0.6474358974358975,1.0,-0.35256410256410253
6,4,0.6622807017543859,0.9449793672627235,-0.28269866550833755,0.9021739130434783,0.9838449111470113,-0.08167099810353307,0.6495176848874598,0.893048128342246,-0.24353044345478625,0.6896551724137931,1.0,-0.31034482758620685
7,4,0.6875,0.9402560455192034,-0.2527560455192034,0.881578947368421,0.9712351945854484,-0.08965624721702736,0.6717791411042945,0.901685393258427,-0.22990625215413252,0.7207792207792207,0.9798270893371758,-0.25904786855795503
8,4,0.6791666666666667,0.9374110953058321,-0.2582444286391654,0.8571428571428571,0.9797979797979798,-0.12265512265512268,0.6730158730158731,0.9024390243902439,-0.22942315137437086,0.6909090909090909,0.9760479041916168,-0.2851388132825259
9,4,0.7830802603036876,0.9418282548476454,-0.15874799454395783,0.9228187919463087,0.9882747068676717,-0.06545591492136305,0.6923076923076923,0.883008356545961,-0.1907006642382687,0.9506172839506173,1.0,-0.04938271604938271
10,4,0.6860215053763441,0.9373259052924791,-0.25130439991613496,0.8606271777003485,0.9802631578947368,-0.11963598019438837,0.6857142857142857,0.9027777777777778,-0.21706349206349207,0.6866666666666666,0.9720670391061452,-0.2854003724394786
11,4,0.7082452431289641,0.9492957746478873,-0.2410505315189232,0.9006622516556292,0.9814502529510961,-0.08078800129546693,0.6962025316455697,0.9016393442622951,-0.20543681261672542,0.732484076433121,1.0,-0.26751592356687903
12,4,0.7014028056112225,0.9371345029239766,-0.23573169731275412,0.8742138364779874,0.9792027729636048,-0.10498893648561736,0.7064220183486238,0.8941176470588236,-0.18769562871019974,0.6918604651162791,0.9796511627906976,-0.28779069767441856
13,4,0.6623093681917211,0.9350828729281768,-0.2727735047364557,0.8505338078291815,0.9788273615635179,-0.12829355373433637,0.6412698412698413,0.8984375,-0.2571676587301587,0.7083333333333334,0.9764705882352941,-0.2681372549019607
14,4,0.7866379310344828,0.9276773296244785,-0.1410393985899957,0.9620689655172414,0.9702479338842975,-0.008178968367056116,0.6632653061224489,0.8839050131926122,-0.22063970707016323,1.0,0.9764705882352941,0.02352941176470591
15,4,0.6918103448275862,0.9457579972183588,-0.25394765239077266,0.8804347826086957,0.9838449111470113,-0.10341012853831566,0.686084142394822,0.9054054054054054,-0.2193212630105834,0.7032258064516129,0.9885386819484241,-0.28531287549681117
16,4,0.75,0.9388038942976356,-0.18880389429763555,0.9405594405594405,0.9786535303776683,-0.038094089818227816,0.656957928802589,0.8895522388059701,-0.23259431000338116,0.9354838709677419,0.9817708333333334,-0.04628696236559149
17,4,0.7402597402597403,0.9514563106796117,-0.2111965704198714,0.9257950530035336,0.9901960784313726,-0.06440102542783899,0.6474358974358975,0.9097938144329897,-0.2623579169970922,0.9333333333333333,1.0,-0.06666666666666665
18,4,0.6910569105691057,0.9435600578871202,-0.2525031473180145,0.8885350318471338,0.9793459552495697,-0.0908109234024359,0.6656151419558359,0.8940217391304348,-0.22840659717459888,0.7371428571428571,1.0,-0.2628571428571429
19,4,0.6774193548387096,0.9512534818941504,-0.27383412705544075,0.8975265017667845,0.9901960784313726,-0.09266957666458808,0.6863354037267081,0.9097938144329897,-0.22345841070628158,0.6573426573426573,1.0,-0.3426573426573427
0,3,0.6918238993710691,0.9291784702549575,-0.23735457088388834,0.8745980707395499,0.9811643835616438,-0.10656631282209394,0.6749226006191951,0.8839779005524862,-0.20905529993329108,0.7272727272727273,0.9767441860465116,-0.2494714587737843
1,3,0.7158119658119658,0.9398601398601398,-0.224048174048174,0.8896551724137931,0.9752066115702479,-0.0855514391564548,0.719626168224299,0.8983050847457628,-0.17867891652146373,0.7074829931972789,0.9806094182825484,-0.2731264250852695
2,3,0.7721518987341772,0.9464033850493653,-0.17425148631518805,0.9493243243243243,0.9833055091819699,-0.03398118485764556,0.7053291536050157,0.900523560209424,-0.19519440660440834,0.9096774193548387,1.0,-0.0903225806451613
3,3,0.6673596673596673,0.9301994301994302,-0.26283976283976285,0.856655290102389,0.9700996677740864,-0.11344437767169735,0.6479750778816199,0.8976982097186701,-0.2497231318370502,0.70625,0.9710610932475884,-0.26481109324758834
4,3,0.6876404494382022,0.9376693766937669,-0.2500289272555647,0.8827838827838828,0.9790996784565916,-0.09631579567270887,0.6818181818181818,0.8976377952755905,-0.21581961345740874,0.7007299270072993,0.9803921568627451,-0.27966222985544575
5,3,0.6772151898734177,0.9478138222849083,-0.2705986324114906,0.8801369863013698,0.9867330016583747,-0.10659601535700491,0.6918238993710691,0.8977900552486188,-0.20596615587754963,0.6474358974358975,1.0,-0.35256410256410253
6,3,0.7478070175438597,0.9312242090784044,-0.18341719153454472,0.967391304347826,0.9773828756058158,-0.009991571257989773,0.6495176848874598,0.893048128342246,-0.24353044345478625,0.9586206896551724,0.9716713881019831,-0.013050698446810616
7,3,0.6875,0.9402560455192034,-0.2527560455192034,0.881578947368421,0.9712351945854484,-0.08965624721702736,0.6717791411042945,0.901685393258427,-0.22990625215413252,0.7207792207792207,0.9798270893371758,-0.25904786855795503
8,3,0.6791666666666667,0.9374110953058321,-0.2582444286391654,0.8571428571428571,0.9797979797979798,-0.12265512265512268,0.6730158730158731,0.9024390243902439,-0.22942315137437086,0.6909090909090909,0.9760479041916168,-0.2851388132825259
9,3,0.7830802603036876,0.9418282548476454,-0.15874799454395783,0.9228187919463087,0.9882747068676717,-0.06545591492136305,0.6923076923076923,0.883008356545961,-0.1907006642382687,0.9506172839506173,1.0,-0.04938271604938271
10,3,0.6860215053763441,0.9373259052924791,-0.25130439991613496,0.8606271777003485,0.9802631578947368,-0.11963598019438837,0.6857142857142857,0.9027777777777778,-0.21706349206349207,0.6866666666666666,0.9720670391061452,-0.2854003724394786
11,3,0.7885835095137421,0.9492957746478873,-0.16071226513414516,0.9668874172185431,0.9814502529510961,-0.014562835732553014,0.6962025316455697,0.9016393442622951,-0.20543681261672542,0.9745222929936306,1.0,-0.02547770700636942
12,3,0.7014028056112225,0.9473684210526315,-0.24596561544140905,0.8742138364779874,0.9844020797227037,-0.11018824324471621,0.7064220183486238,0.8941176470588236,-0.18769562871019974,0.6918604651162791,1.0,-0.3081395348837209
13,3,0.6623093681917211,0.9350828729281768,-0.2727735047364557,0.8505338078291815,0.9788273615635179,-0.12829355373433637,0.6412698412698413,0.8984375,-0.2571676587301587,0.7083333333333334,0.9764705882352941,-0.2681372549019607
14,3,0.7693965517241379,0.9276773296244785,-0.15828077790034056,0.9620689655172414,0.9702479338842975,-0.008178968367056116,0.6632653061224489,0.8839050131926122,-0.22063970707016323,0.9529411764705882,0.9764705882352941,-0.02352941176470591
15,3,0.6918103448275862,0.9457579972183588,-0.25394765239077266,0.8804347826086957,0.9838449111470113,-0.10341012853831566,0.686084142394822,0.9054054054054054,-0.2193212630105834,0.7032258064516129,0.9885386819484241,-0.28531287549681117
16,3,0.75,0.9388038942976356,-0.18880389429763555,0.9405594405594405,0.9786535303776683,-0.038094089818227816,0.656957928802589,0.8895522388059701,-0.23259431000338116,0.9354838709677419,0.9817708333333334,-0.04628696236559149
17,3,0.6515151515151515,0.9514563106796117,-0.2999411591644602,0.8621908127208481,0.9901960784313726,-0.1280052657105245,0.6474358974358975,0.9097938144329897,-0.2623579169970922,0.66,1.0,-0.33999999999999997
18,3,0.6910569105691057,0.9435600578871202,-0.2525031473180145,0.8885350318471338,0.9793459552495697,-0.0908109234024359,0.6656151419558359,0.8940217391304348,-0.22840659717459888,0.7371428571428571,1.0,-0.2628571428571429
19,3,0.6774193548387096,0.9512534818941504,-0.27383412705544075,0.8975265017667845,0.9901960784313726,-0.09266957666458808,0.6863354037267081,0.9097938144329897,-0.22345841070628158,0.6573426573426573,1.0,-0.3426573426573427
0,2,0.7672955974842768,0.9405099150141643,-0.17321431752988747,0.9356913183279743,0.9897260273972602,-0.05403470906928598,0.6749226006191951,0.8839779005524862,-0.20905529993329108,0.961038961038961,1.0,-0.038961038961038974
1,2,0.7948717948717948,0.9398601398601398,-0.144988344988345,0.9655172413793104,0.9752066115702479,-0.009689370190937519,0.719626168224299,0.8983050847457628,-0.17867891652146373,0.9591836734693877,0.9806094182825484,-0.02142574481316073
2,2,0.7721518987341772,0.9464033850493653,-0.17425148631518805,0.9493243243243243,0.9833055091819699,-0.03398118485764556,0.7053291536050157,0.900523560209424,-0.19519440660440834,0.9096774193548387,1.0,-0.0903225806451613
